# GeoNames first-order administrative divisions — admin1CodesASCII.txt
# Source: https://download.geonames.org/export/dump/admin1CodesASCII.txt
# Licence: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/)
# Vendored so data/cities.js regenerates without a network call, and so
# the region on a record is looked up rather than inferred.
# Columns: <country>.<adminCode>  <name>  <asciiName>  <geonameId>
AD.06	Sant Julià de Loria	Sant Julia de Loria
US.MS	Mississippi	Mississippi
US.NC	North Carolina	North Carolina
US.OK	Oklahoma	Oklahoma
US.SC	South Carolina	South Carolina
US.TN	Tennessee	Tennessee
US.TX	Texas	Texas
US.WV	West Virginia	West Virginia
US.AL	Alabama	Alabama
US.CT	Connecticut	Connecticut
US.IA	Iowa	Iowa
US.IL	Illinois	Illinois
US.IN	Indiana	Indiana
US.ME	Maine	Maine
US.MI	Michigan	Michigan
US.MN	Minnesota	Minnesota
US.NE	Nebraska	Nebraska
US.NH	New Hampshire	New Hampshire
US.NJ	New Jersey	New Jersey
US.NY	New York	New York
US.OH	Ohio	Ohio
US.RI	Rhode Island	Rhode Island
US.VT	Vermont	Vermont
US.WI	Wisconsin	Wisconsin
US.CA	California	California
US.CO	Colorado	Colorado
US.NM	New Mexico	New Mexico
US.NV	Nevada	Nevada
US.UT	Utah	Utah
US.AZ	Arizona	Arizona
US.ID	Idaho	Idaho
US.MT	Montana	Montana
US.ND	North Dakota	North Dakota
US.OR	Oregon	Oregon
US.SD	South Dakota	South Dakota
US.WA	Washington	Washington
US.WY	Wyoming	Wyoming
US.HI	Hawaii	Hawaii
US.AK	Alaska	Alaska
US.KY	Kentucky	Kentucky
US.MA	Massachusetts	Massachusetts
US.PA	Pennsylvania	Pennsylvania
US.VA	Virginia	Virginia
UY.19	Treinta y Tres	Treinta y Tres
UY.18	Tacuarembó	Tacuarembo
UY.17	Soriano	Soriano
UY.16	San José	San Jose
UY.15	Salto	Salto
UY.14	Rocha	Rocha
UY.13	Rivera	Rivera
UY.12	Río Negro	Rio Negro
UY.11	Paysandú	Paysandu
UY.10	Montevideo	Montevideo
UY.09	Maldonado	Maldonado
UY.08	Lavalleja	Lavalleja
UY.07	Florida	Florida
UY.06	Flores	Flores
UY.05	Durazno	Durazno
UY.04	Colonia	Colonia
UY.03	Cerro Largo	Cerro Largo
UY.02	Canelones	Canelones
UY.01	Artigas	Artigas
UZ.09	Karakalpakstan	Karakalpakstan
UZ.12	Surxondaryo	Surxondaryo
UZ.10	Samarqand	Samarqand
UZ.08	Qashqadaryo	Qashqadaryo
UZ.02	Bukhara	Bukhara
UZ.14	Toshkent	Toshkent
UZ.13	Toshkent Shahri	Toshkent Shahri
UZ.16	Sirdaryo	Sirdaryo
UZ.07	Navoiy	Navoiy
UZ.06	Namangan	Namangan
UZ.05	Xorazm	Xorazm
UZ.15	Jizzax	Jizzax
UZ.03	Fergana	Fergana
UZ.01	Andijon	Andijon
VC.05	Saint Patrick	Saint Patrick
VC.04	Saint George	Saint George
VC.03	Saint David	Saint David
VC.02	Saint Andrew	Saint Andrew
VC.06	Grenadines	Grenadines
VC.01	Charlotte	Charlotte
VE.23	Zulia	Zulia
VE.22	Yaracuy	Yaracuy
VE.21	Trujillo	Trujillo
VE.20	Táchira	Tachira
VE.19	Sucre	Sucre
VE.18	Portuguesa	Portuguesa
VE.17	Nueva Esparta	Nueva Esparta
VE.16	Monagas	Monagas
VE.15	Miranda	Miranda
VE.14	Mérida	Merida
VE.13	Lara	Lara
VE.12	Guárico	Guarico
VE.24	Dependencias Federales	Dependencias Federales
VE.25	Capital	Capital
VE.11	Falcón	Falcon
VE.09	Delta Amacuro	Delta Amacuro
VE.08	Cojedes	Cojedes
VE.07	Carabobo	Carabobo
VE.06	Bolívar	Bolivar
VE.05	Barinas	Barinas
VE.04	Aragua	Aragua
VE.03	Apure	Apure
VE.02	Anzoátegui	Anzoategui
VE.01	Amazonas	Amazonas
VE.26	Vargas	Vargas
VI.010	Saint Croix Island	Saint Croix Island
VI.020	Saint John Island	Saint John Island
VI.030	Saint Thomas Island	Saint Thomas Island
VN.58	Nghệ An	Nghe An
VN.59	Ninh Bình	Ninh Binh
VN.60	Ninh Thuận	Ninh Thuan
VN.65	Sóc Trăng	Soc Trang
VN.67	Trà Vinh	Tra Vinh
VN.68	Tuyên Quang	Tuyen Quang
VN.69	Vĩnh Long	Vinh Long
VN.70	Yên Bái	Yen Bai
VN.90	Lào Cai	Lao Cai
VN.37	Tiền Giang	Tien Giang
VN.66	Thừa Thiên-Huế	Thua Thien-Hue
VN.55	Kon Tum	Kon Tum
VN.34	Thanh Hóa	Thanh Hoa
VN.35	Thái Bình	Thai Binh
VN.33	Tây Ninh	Tay Ninh
VN.32	Sơn La	Son La
VN.64	Quảng Trị	Quang Tri
VN.30	Quảng Ninh	Quang Ninh
VN.63	Quảng Ngãi	Quang Ngai
VN.62	Quảng Bình	Quang Binh
VN.61	Phú Yên	Phu Yen
VN.53	Hòa Bình	Hoa Binh
VN.24	Long An	Long An
VN.39	Lạng Sơn	Lang Son
VN.23	Lâm Đồng	Lam Dong
VN.89	Lai Châu	Lai Chau
VN.21	Kiến Giang	Kien Giang
VN.54	Khánh Hòa	Khanh Hoa
VN.20	Ho Chi Minh City	Ho Chi Minh City
VN.52	Hà Tĩnh	Ha Tinh
VN.50	Hà Giang	Ha Giang
VN.49	Gia Lai	Gia Lai
VN.44	Ha Nội	Ha Noi
VN.87	Cần Thơ	Can Tho
VN.13	Hải Phòng	Hai Phong
VN.47	Bình Thuận	Binh Thuan
VN.09	Đồng Tháp	Dong Thap
VN.43	Đồng Nai	Dong Nai
VN.88	Ðắc Lắk	Dac Lak
VN.45	Bà Rịa-Vũng Tàu	Ba Ria-Vung Tau
VN.05	Cao Bằng	Cao Bang
VN.46	Bình Định	Binh Dinh
VN.03	Bến Tre	Ben Tre
VN.01	An Giang	An Giang
VN.91	Ðắk Nông	Dak Nong
VN.92	Huyện Ðiện Biên	Huyen Dien Bien
VN.74	Bắc Ninh	Bac Ninh
VN.71	Bắc Giang	Bac Giang
VN.78	Đà Nẵng	Da Nang
VN.75	Bình Dương	Binh Duong
VN.76	Bình Phước	Binh Phuoc
VN.85	Thái Nguyên	Thai Nguyen
VN.84	Quảng Nam	Quang Nam
VN.83	Phú Thọ	Phu Tho
VN.82	Nam Định	Nam Dinh
VN.80	Hà Nam	Ha Nam
VN.72	Bắc Kạn	Bac Kan
VN.73	Bạc Liêu	Bac Lieu
VN.77	Cà Mau	Ca Mau
VN.79	Hải Dương	Hai Duong
VN.81	Hưng Yên	Hung Yen
VN.86	Vĩnh Phúc	Vinh Phuc
VN.93	Hau Giang	Hau Giang
VU.15	Tafea	Tafea
VU.13	Sanma	Sanma
VU.07	Torba	Torba
VU.16	Malampa	Malampa
VU.17	Penama	Penama
VU.18	Shefa	Shefa
WF.98613	Circonscription d'Uvéa	Circonscription d'Uvea
WF.98612	Circonscription de Sigavé	Circonscription de Sigave
WF.98611	Circonscription d'Alo	Circonscription d'Alo
WS.11	Vaisigano	Vaisigano
WS.06	Va‘a-o-Fonoti	Va`a-o-Fonoti
WS.10	Tuamasaga	Tuamasaga
WS.09	Satupa‘itea	Satupa`itea
WS.08	Palauli	Palauli
WS.07	Gagaifomauga	Gagaifomauga
WS.05	Gaga‘emauga	Gaga`emauga
WS.04	Fa‘asaleleaga	Fa`asaleleaga
WS.03	Atua	Atua
WS.02	Aiga-i-le-Tai	Aiga-i-le-Tai
WS.01	A'ana	A'ana
XK.28	Vushtrri	Vushtrri
XK.27	Komuna e Vitisë	Komuna e Vitise
XK.03	Komuna e Ferizajt	Komuna e Ferizajt
XK.15	Komuna e Mitrovicës	Komuna e Mitrovices
XK.26	Komuna e Thërandës	Komuna e Therandes
XK.25	Komuna e Skenderajt	Komuna e Skenderajt
XK.21	Prizren	Prizren
XK.20	Komuna e Prishtinës	Komuna e Prishtines
XK.19	Podujevo	Podujevo
XK.18	Komuna e Pejës	Komuna e Pejes
XK.22	Orahovac	Orahovac
XK.13	Lipjan	Lipjan
XK.12	Komuna e Leposaviqit	Komuna e Leposaviqit
XK.10	Kamenica	Kamenica
XK.11	Komuna e Klines	Komuna e Klines
XK.09	Komuna e Kaçanikut	Komuna e Kacanikut
XK.08	Komuna e Istogut	Komuna e Istogut
XK.06	Komuna e Gjilanit	Komuna e Gjilanit
XK.07	Komuna e Drenasit	Komuna e Drenasit
XK.02	Komuna e Dragashit	Komuna e Dragashit
XK.01	Komuna e Deçanit	Komuna e Decanit
XK.05	Komuna e Gjakovës	Komuna e Gjakoves
XK.04	Kosovo Polje	Kosovo Polje
XK.23	Opština Štrpce	Opstina Strpce
XK.24	Komuna e Shtimes	Komuna e Shtimes
XK.16	Novo Brdo	Novo Brdo
XK.17	Komuna e Obiliqit	Komuna e Obiliqit
XK.14	Komuna e Malisheves	Komuna e Malisheves
XK.29	Komuna e Zubin Potokut	Komuna e Zubin Potokut
XK.30	Opština Zvečan	Opstina Zvecan
XK.31	Komuna e Graçanicës	Komuna e Gracanices
XK.32	Hani i Elezit	Hani i Elezit
XK.33	Komuna e Junikut	Komuna e Junikut
XK.34	Komuna e Kllokotit	Komuna e Kllokotit
XK.35	Komuna e Mamushës	Komuna e Mamushes
XK.36	Komuna e Parteshit	Komuna e Parteshit
XK.37	Komuna e Ranillugut	Komuna e Ranillugut
YE.25	Ta‘izz	Ta'izz
YE.05	Shabwah	Shabwah
YE.16	Sanaa	Sanaa
YE.15	Şa‘dah	Sa'dah
YE.27	Raymah	Raymah
YE.14	Ma’rib	Ma'rib
YE.10	Al Maḩwīt	Al Mahwit
YE.21	Al Jawf	Al Jawf
YE.04	Ḩaḑramawt	Hadramawt
YE.11	Dhamār	Dhamar
YE.03	Al Mahrah	Al Mahrah
YE.08	Al Ḩudaydah	Al Hudaydah
YE.20	Al Bayḑāʼ	Muhafazat al Bayda'
YE.02	Aden	Aden
YE.01	Abyan	Abyan
YE.18	Aḑ Ḑāli‘	Ad Dali'
YE.19	Omran	Omran
YE.22	Ḩajjah	Hajjah
YE.23	Ibb	Ibb
YE.24	Laḩij	Lahij
YE.26	Amanat Al Asimah	Amanat Al Asimah
YE.28	Soqatra Governorate	Soqatra Governorate
YT.97601	Acoua	Acoua
YT.97602	Bandraboua	Bandraboua
YT.97603	Bandrele	Bandrele
YT.97604	Bouéni	Boueni
YT.97605	Chiconi	Chiconi
YT.97606	Chirongui	Chirongui
YT.97607	Dembeni	Dembeni
YT.97608	Dzaoudzi	Dzaoudzi
YT.97609	Kani-Kéli	Kani-Keli
YT.97610	Koungou	Koungou
YT.97611	Mamoudzou	Mamoudzou
YT.97612	Mtsamboro	Mtsamboro
YT.97613	M'Tsangamouji	M'Tsangamouji
YT.97614	Ouangani	Ouangani
YT.97615	Pamandzi	Pamandzi
YT.97616	Sada	Sada
YT.97617	Tsingoni	Tsingoni
ZA.03	Orange Free State	Orange Free State
ZA.02	KwaZulu-Natal	KwaZulu-Natal
ZA.05	Eastern Cape	Eastern Cape
ZA.06	Gauteng	Gauteng
ZA.07	Mpumalanga	Mpumalanga
ZA.08	Northern Cape	Northern Cape
ZA.09	Limpopo	Limpopo
ZA.10	North-West	North-West
ZA.11	Western Cape	Western Cape
ZM.01	Western	Western
ZM.07	Southern	Southern
ZM.06	North-Western	North-Western
ZM.05	Northern	Northern
ZM.09	Lusaka	Lusaka
ZM.04	Luapula	Luapula
ZM.03	Eastern	Eastern
ZM.08	Copperbelt	Copperbelt
ZM.02	Central	Central
ZW.02	Midlands	Midlands
ZW.07	Matabeleland South	Matabeleland South
ZW.06	Matabeleland North	Matabeleland North
ZW.08	Masvingo	Masvingo
ZW.05	Mashonaland West	Mashonaland West
ZW.04	Mashonaland East	Mashonaland East
ZW.03	Mashonaland Central	Mashonaland Central
ZW.01	Manicaland	Manicaland
ZW.09	Bulawayo	Bulawayo
ZW.10	Harare	Harare
